"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar al portal web de Guru99 Demo Site y realizar el registro de usuarios","seleccionar la opcion elements web tables y agregar un nuevo registro","SUCCESS","2021-12-24T11:32:04.497-05:00[America/Bogota]","0.0","76.75"
