"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar al portal web de Guru99 Demo Site y validar la fecha de la pagina con la fecha del sistema","validar la fecha de la pagina con la fecha del sistema","FAILURE","2021-12-27T10:02:40.82-05:00[America/Bogota]","0.0","25.27"
